creative_network,Show name,creative type,variation,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,# ep,#N/A
Video - STS - Part 19 - 1 Ep - 28/1,shaadi to soulmates,1 EP,none,,,,,,,,,
Video - STS - Part 21 - 1 Ep - 28/1,shaadi to soulmates,1 EP,none,,,,,,,,,
Video - STS - Part 41 - 1 Ep - 28/1,shaadi to soulmates,1 EP,none,,,,,,,,,
Video - STS - Part 36 - 1 Ep - 28/1,shaadi to soulmates,1 EP,none,,,,,,,,,
Video - Waaris - Part 38 - 1 Ep - 27/1,waaris,1 EP,none,,,,,,,,,
Video - STS - Part  11 - 1 Ep - 28/1,shaadi to soulmates,1 EP,none,,,,,,,,,
Display,no,,,,,,,,,,,
Search GoogleSearch,no,,,,,,,,,,,
Search SearchPartners,no,,,,,,,,,,,
Video  - HAK - Part 1 - 5 - 5 Ep - 29/1,no,,,,,,,,,,,
Video  - HAK - Part 11 - 15 - 5 Ep - 29/1,no,,,,,,,,,,,
Video  - HAK - Part 16 - 20 - 5 Ep - 29/1,no,,,,,,,,,,,
Video  - HAK - Part 21 - 25 - 5 Ep - 29/1,no,,,,,,,,,,,
Video  - HAK - Part 26 - 30 - 5 Ep - 29/1,no,,,,,,,,,,,
Video  - HAK - Part 31 - 35 - 5 Ep - 29/1,no,,,,,,,,,,,
Video  - HAK - Part 36 - 40 - 5 Ep - 29/1,no,,,,,,,,,,,
Video  - HAK - Part 41 - 45 - 5 Ep - 29/1,no,,,,,,,,,,,
Video  - HAK - Part 46 - 50 - 5 Ep - 29/1,no,,,,,,,,,,,
Video  - HAK - Part 6 - 10 - 5 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 1 - 1 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 1 - 3 - 3 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 10 - 1 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 10 - 12 - 3 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 13 - 15 - 3 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 16 - 18 - 3 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 19 - 21 - 3 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 2 - 1 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 3 - 1 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 4 - 1 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 4 - 6 - 3 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 5 - 1 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 6 - 1 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 7 - 1 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 7 - 9 - 3 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 8 - 1 Ep - 29/1,no,,,,,,,,,,,
Video - HAK - Part 9 - 1 Ep - 29/1,no,,,,,,,,,,,
Youtube YouTubeVideos,no,,,,,,,,,,,
unknown,no,,,,,,,,,,,
